,equity
2010-12-02,99852.17062019857
2010-12-03,99853.30962776692
2010-12-06,99854.4497263387
2010-12-07,99854.4497263387
2010-12-08,99854.4497263387
2010-12-09,99854.4497263387
2010-12-10,99852.17062019857
2010-12-13,99852.17062019857
2010-12-14,99854.4497263387
2010-12-15,99854.4497263387
2010-12-16,99854.4497263387
2010-12-17,99852.17062019857
2010-12-20,99855.58764290364
2010-12-21,99855.58764290364
2010-12-22,99852.17062019857
2010-12-23,99851.0316126302
2010-12-27,99851.0316126302
2010-12-28,99856.726650472
2010-12-29,99856.726650472
2010-12-30,99855.58873390706
2010-12-31,99856.726650472
2011-01-03,99855.58873390706
2011-01-04,99856.726650472
2011-01-05,99856.726650472
2011-01-06,99856.726650472
2011-01-07,99856.726650472
2011-01-10,99852.17062019857
2011-01-11,99852.17062019857
2011-01-12,99853.30962776692
2011-01-13,99852.17062019857
2011-01-14,99852.17062019857
2011-01-18,99852.17062019857
2011-01-19,99853.30962776692
2011-01-20,99853.30962776692
2011-01-21,99852.17062019857
2011-01-24,99854.4497263387
2011-01-25,99852.17062019857
2011-01-26,99853.30962776692
2011-01-27,99853.30962776692
2011-01-28,99854.4497263387
2011-01-31,99854.4497263387
2011-02-01,99856.72774147542
2011-02-02,99854.44863533528
2011-02-03,99856.72774147542
2011-02-04,99853.30962776692
2011-02-07,99855.58873390706
2011-02-08,99855.58873390706
2011-02-09,99856.72774147542
2011-02-10,99856.72774147542
2011-02-11,99855.58873390706
2011-02-14,99856.72774147542
2011-02-15,99854.44863533528
2011-02-16,99856.72774147542
2011-02-17,99857.86674904378
2011-02-18,99854.44863533528
2011-02-22,99855.58873390706
2011-02-23,99853.30962776692
2011-02-24,99854.44863533528
2011-02-25,99856.72774147542
2011-02-28,99855.58873390706
2011-03-01,99854.33517097982
2011-03-02,99854.33517097982
2011-03-03,99854.33517097982
2011-03-04,99854.33517097982
2011-03-07,99854.33517097982
2011-03-08,99854.33517097982
2011-03-09,99858.89229225667
2011-03-10,99860.03129982503
2011-03-11,99858.89229225667
2011-03-14,99860.03129982503
2011-03-15,99858.89229225667
2011-03-16,99856.61427711995
2011-03-17,99856.61427711995
2011-03-18,99860.03129982503
2011-03-21,99858.89229225667
2011-03-22,99856.61427711995
2011-03-23,99860.03129982503
2011-03-24,99857.75328468831
2011-03-25,99858.89229225667
2011-03-28,99858.89229225667
2011-03-29,99856.61427711995
2011-03-30,99856.61427711995
2011-03-31,99857.75328468831
2011-04-01,99861.17139839681
2011-04-04,99860.03129982503
2011-04-05,99856.61318611653
2011-04-06,99857.75328468831
2011-04-07,99861.17139839681
2011-04-08,99860.03129982503
2011-04-11,99858.89229225667
2011-04-12,99862.31040596517
2011-04-13,99862.31040596517
2011-04-14,99863.44941353353
2011-04-15,99861.17139839681
2011-04-18,99862.31040596517
2011-04-19,99864.5895121053
2011-04-20,99863.44941353353
2011-04-21,99865.72851967366
2011-04-25,99860.03129982503
2011-04-26,99861.17139839681
2011-04-27,99864.5895121053
2011-04-28,99861.17139839681
2011-04-29,99864.5895121053
2011-05-02,99862.19585060628
2011-05-03,99864.47495674642
2011-05-04,99865.6150553182
2011-05-05,99864.47495674642
2011-05-06,99865.6150553182
2011-05-09,99859.91783546956
2011-05-10,99863.33594917806
2011-05-11,99859.91783546956
2011-05-12,99861.05684303792
2011-05-13,99865.6150553182
2011-05-16,99859.91783546956
2011-05-17,99864.47495674642
2011-05-18,99862.19585060628
2011-05-19,99862.19585060628
2011-05-20,99859.91783546956
2011-05-23,99863.33594917806
2011-05-24,99861.05684303792
2011-05-25,99863.33594917806
2011-05-26,99862.19585060628
2011-05-27,99864.47495674642
2011-05-31,99863.33594917806
2011-06-01,99863.22139381917
2011-06-02,99863.22139381917
2011-06-03,99863.22139381917
2011-06-06,99860.94337868245
2011-06-07,99860.94337868245
2011-06-08,99859.80328011067
2011-06-09,99859.80328011067
2011-06-10,99860.94337868245
2011-06-13,99858.6631815389
2011-06-14,99859.80328011067
2011-06-15,99860.94337868245
2011-06-16,99862.08238625081
2011-06-17,99862.08238625081
2011-06-20,99863.22139381917
2011-06-21,99864.36149239095
2011-06-22,99864.36149239095
2011-06-23,99864.36149239095
2011-06-24,99862.08238625081
2011-06-27,99860.94337868245
2011-06-28,99862.08238625081
2011-06-29,99864.36149239095
2011-06-30,99865.50049995931
2011-07-01,99865.27357124837
2011-07-05,99865.27357124837
2011-07-06,99866.41257881673
2011-07-07,99864.13347267659
2011-07-08,99862.99337410482
2011-07-11,99862.99337410482
2011-07-12,99861.85436653646
2011-07-13,99862.99337410482
2011-07-14,99864.13347267659
2011-07-15,99862.99337410482
2011-07-18,99862.99337410482
2011-07-19,99862.99337410482
2011-07-20,99860.71426796468
2011-07-21,99860.71426796468
2011-07-22,99859.57526039632
2011-07-25,99862.99337410482
2011-07-26,99858.43516182454
2011-07-27,99860.71426796468
2011-07-28,99857.29615425618
2011-07-29,99858.43516182454
2011-08-01,99856.72555946858
2011-08-02,99843.916812042
2011-08-03,99845.81250295998
2011-08-04,99845.81250295998
2011-08-05,99830.22676147282
2011-08-08,99828.21955932438
2011-08-09,99805.75476031122
2011-08-10,99805.75476031122
2011-08-11,99805.75476031122
2011-08-12,99805.75476031122
2011-08-15,99805.75476031122
2011-08-16,99805.75476031122
2011-08-17,99805.75476031122
2011-08-18,99777.46283200159
2011-08-19,99761.29204343347
2011-08-22,99761.29204343347
2011-08-23,99761.29204343347
2011-08-24,99761.29204343347
2011-08-25,99761.29204343347
2011-08-26,99761.29204343347
2011-08-29,99761.29204343347
2011-08-30,99761.29204343347
2011-08-31,99761.29204343347
2011-09-01,99742.72277813422
2011-09-02,99741.51208477485
2011-09-06,99742.66503887641
2011-09-07,99719.19355901118
2011-09-08,99719.19355901118
2011-09-09,99719.19355901118
2011-09-12,99719.19355901118
2011-09-13,99719.19355901118
2011-09-14,99719.19355901118
2011-09-15,99719.19355901118
2011-09-16,99719.19355901118
2011-09-19,99696.95262773297
2011-09-20,99696.95262773297
2011-09-21,99695.79768998883
2011-09-22,99670.95374919917
2011-09-23,99670.95374919917
2011-09-26,99670.95374919917
2011-09-27,99670.95374919917
2011-09-28,99670.95374919917
2011-09-29,99670.95374919917
2011-09-30,99670.95374919917
2011-10-03,99670.95374919917
2011-10-04,99670.95374919917
2011-10-05,99670.95374919917
2011-10-06,99670.95374919917
2011-10-07,99670.95374919917
2011-10-10,99670.95374919917
2011-10-11,99670.95374919917
2011-10-12,99670.95374919917
2011-10-13,99656.53279477762
2011-10-14,99657.64897519755
2011-10-17,99658.76408750223
2011-10-18,99658.76408750223
2011-10-19,99658.76408750223
2011-10-20,99656.53279477762
2011-10-21,99658.76408750223
2011-10-24,99656.53279477762
2011-10-25,99656.53279477762
2011-10-26,99656.53279477762
2011-10-27,99655.4166143577
2011-10-28,99655.4166143577
2011-10-31,99657.64897519755
2011-11-01,99655.86308652567
2011-11-02,99655.86308652567
2011-11-03,99656.9792669456
2011-11-04,99659.2105596702
2011-11-07,99659.2105596702
2011-11-08,99658.09544736551
2011-11-09,99656.9792669456
2011-11-10,99647.02554072814
2011-11-11,99647.02554072814
2011-11-14,99647.02554072814
2011-11-15,99634.83748551249
2011-11-16,99638.18495865702
2011-11-17,99635.95366593241
2011-11-18,99637.0687782371
2011-11-21,99638.18495865702
2011-11-22,99634.83748551249
2011-11-23,99635.95366593241
2011-11-25,99633.72130509256
2011-11-28,99635.95366593241
2011-11-29,99635.95366593241
2011-11-30,99633.72130509256
2011-12-01,99636.62337418436
2011-12-02,99636.62337418436
2011-12-05,99634.38994522928
2011-12-06,99634.38994522928
2011-12-07,99635.5061256492
2011-12-08,99636.62337418436
2011-12-09,99636.62337418436
2011-12-12,99636.62337418436
2011-12-13,99637.73848648905
2011-12-14,99636.62337418436
2011-12-15,99636.62337418436
2011-12-16,99636.62337418436
2011-12-19,99637.73848648905
2011-12-20,99635.5061256492
2011-12-21,99635.5061256492
2011-12-22,99635.5061256492
2011-12-23,99633.27376480936
2011-12-27,99634.72533341288
2011-12-28,99634.72533341288
2011-12-29,99634.72533341288
2011-12-30,99636.95769425272
2012-01-03,99634.72533341288
2012-01-04,99634.72533341288
2012-01-05,99634.72533341288
2012-01-06,99635.8415138328
2012-01-09,99636.95769425272
2012-01-10,99636.95769425272
2012-01-11,99636.95769425272
2012-01-12,99634.72533341288
2012-01-13,99635.8415138328
2012-01-17,99635.8415138328
2012-01-18,99635.8415138328
2012-01-19,99635.8415138328
2012-01-20,99633.60915299295
2012-01-23,99634.72533341288
2012-01-24,99635.8415138328
2012-01-25,99636.95769425272
2012-01-26,99636.95769425272
2012-01-27,99635.8415138328
2012-01-30,99634.72533341288
2012-01-31,99634.72533341288
2012-02-01,99633.60915299295
2012-02-02,99632.49404068827
2012-02-03,99631.37679215311
2012-02-06,99632.49404068827
2012-02-07,99632.49404068827
2012-02-08,99632.49404068827
2012-02-09,99631.37679215311
2012-02-10,99631.37679215311
2012-02-13,99631.37679215311
2012-02-14,99631.37679215311
2012-02-15,99632.49404068827
2012-02-16,99631.37679215311
2012-02-17,99631.37679215311
2012-02-21,99631.37679215311
2012-02-22,99633.60915299295
2012-02-23,99633.60915299295
2012-02-24,99633.60915299295
2012-02-27,99631.37679215311
2012-02-28,99633.60915299295
2012-02-29,99633.60915299295
2012-03-01,99631.37679215311
2012-03-02,99631.37679215311
2012-03-05,99633.60915299295
2012-03-06,99633.60915299295
2012-03-07,99632.49404068827
2012-03-08,99632.49404068827
2012-03-09,99633.60915299295
2012-03-12,99633.60915299295
2012-03-13,99633.60915299295
2012-03-14,99633.60915299295
2012-03-15,99632.49404068827
2012-03-16,99631.37679215311
2012-03-19,99631.37679215311
2012-03-20,99631.37679215311
2012-03-21,99631.37679215311
2012-03-22,99632.49404068827
2012-03-23,99632.49404068827
2012-03-26,99631.37679215311
2012-03-27,99631.37679215311
2012-03-28,99633.60915299295
2012-03-29,99632.49404068827
2012-03-30,99632.49404068827
2012-04-02,99633.60915299295
2012-04-03,99631.37679215311
2012-04-04,99631.37679215311
2012-04-05,99631.37679215311
2012-04-09,99631.37679215311
2012-04-10,99632.49404068827
2012-04-11,99632.49404068827
2012-04-12,99633.60915299295
2012-04-13,99635.8415138328
2012-04-16,99634.72533341288
2012-04-17,99634.72533341288
2012-04-18,99633.60915299295
2012-04-19,99633.60915299295
2012-04-20,99632.49404068827
2012-04-23,99632.49404068827
2012-04-24,99632.49404068827
2012-04-25,99632.49404068827
2012-04-26,99632.49404068827
2012-04-27,99633.60915299295
2012-04-30,99632.49404068827
2012-05-01,99633.60915299295
2012-05-02,99650.62021401615
2012-05-03,99557.94124367923
2012-05-04,99363.0569434473
2012-05-07,99371.71950295658
2012-05-08,99324.0809302637
2012-05-09,99253.92258218021
2012-05-10,99278.17503884525
2012-05-11,99242.6618476221
2012-05-14,99112.73954537601
2012-05-15,99046.04486611576
2012-05-16,99001.87165597171
2012-05-17,98831.23981240482
2012-05-18,98734.23083260746
2012-05-21,98927.38245156498
2012-05-22,98947.30405190677
2012-05-23,98953.36758950443
2012-05-24,98975.88736489505
2012-05-25,98938.64318612308
2012-05-29,99077.22635415287
2012-05-30,98909.1926856348
2012-05-31,98884.07473519535
2012-06-01,98597.3786521265
2012-06-04,98600.44359016838
2012-06-05,98602.71430397453
2012-06-06,98609.50305366935
2012-06-07,98607.41015053215
2012-06-08,98611.00825691642
2012-06-11,98608.19213295402
2012-06-12,98611.72696114006
2012-06-13,98609.73717689933
2012-06-14,98613.01449013175
2012-06-15,98615.06987953605
2012-06-18,98614.54155922355
2012-06-19,98618.74066353263
2012-06-20,98618.2230014843
2012-06-21,98612.2097415966
2012-06-22,98613.4697895092
2012-06-25,98608.4342060131
2012-06-26,98608.84711647453
2012-06-27,98610.50827217521
2012-06-28,98611.89320564689
2012-06-29,98619.68191719474
2012-07-02,98619.50655556144
2012-07-03,98776.63282931536
2012-07-05,98516.58781588763
2012-07-06,98110.70053256243
2012-07-09,98322.39892733782
2012-07-10,98032.15396273822
2012-07-11,98328.72613681048
2012-07-12,98067.60332624914
2012-07-13,98735.03089277746
2012-07-16,98536.55201857092
2012-07-17,99036.6789962052
2012-07-18,99161.55082843822
2012-07-19,99126.94744251293
2012-07-20,98677.00715778393
2012-07-23,98363.61618946117
2012-07-24,98188.09670398754
2012-07-25,98289.32238147777
2012-07-26,98860.46997974438
2012-07-27,99429.24018407842
2012-07-30,99437.70199132939
2012-07-31,99169.46976781865
2012-08-01,99087.8522293665
2012-08-02,98714.17387289251
2012-08-03,98728.05074972357
2012-08-06,98724.22394460882
2012-08-07,98724.62716573919
2012-08-08,98723.77115530218
2012-08-09,98723.50352377142
2012-08-10,98726.35073751654
2012-08-13,98727.28604025091
2012-08-14,98727.08309835638
2012-08-15,98725.15354818548
2012-08-16,98731.30683035101
2012-08-17,98735.00388998236
2012-08-20,98733.27138418402
2012-08-21,98729.60954946722
2012-08-22,98732.10077566351
2012-08-23,98728.98326009954
2012-08-24,98732.18335622991
2012-08-27,98732.35396475042
2012-08-28,98729.57450765814
2012-08-29,98726.82733053411
2012-08-30,98722.88324636663
2012-08-31,98727.2658223554
2012-09-04,98725.4689473554
2012-09-05,98729.88658804144
2012-09-06,98743.01639455999
2012-09-07,98745.18410391058
2012-09-10,98743.10456747259
2012-09-11,98744.7958287641
2012-09-12,98745.7753209516
2012-09-13,98761.25920004095
2012-09-14,98763.48872274603
2012-09-17,98761.4121770307
2012-09-18,98761.57980245794
2012-09-19,98762.3108891889
2012-09-20,98764.23446554388
2012-09-21,98765.1401280805
2012-09-24,98760.21971029486
2012-09-25,98752.69695181097
2012-09-26,98751.83072561468
2012-09-27,98754.67436117376
2012-09-28,98753.94541830267
2012-10-01,98756.21957296575
2012-10-02,98758.5804204389
2012-10-03,98762.12007803167
2012-10-04,98770.08643240179
2012-10-05,98769.25401968206
2012-10-08,98767.97724813665
2012-10-09,98760.02072805609
2012-10-10,98755.19434255804
2012-10-11,98754.12753957952
2012-10-12,98750.71568197454
2012-10-15,98757.83081716741
2012-10-16,98765.38464254583
2012-10-17,98769.7959584638
2012-10-18,98770.6531056806
2012-10-19,98756.94853109564
2012-10-22,98754.40188497747
2012-10-23,98741.89421743597
2012-10-24,98739.74195760931
2012-10-25,98741.76183981146
2012-10-26,98739.12263387884
2012-10-31,98737.5726079389
2012-11-01,98748.8797978803
2012-11-02,98742.12542623724
2012-11-05,98740.14939016546
2012-11-06,98744.92526144232
2012-11-07,98728.06053823675
2012-11-08,98719.73628133978
2012-11-09,98723.02017873968
2012-11-12,98723.73037618841
2012-11-13,98725.59487814154
2012-11-14,98716.24473470892
2012-11-15,98720.1127767011
2012-11-16,98723.5917195722
2012-11-19,98734.37088674749
2012-11-20,98734.66283315863
2012-11-21,98739.2278890058
2012-11-23,98748.3226155683
2012-11-26,98747.71897024359
2012-11-27,98746.12285513128
2012-11-28,98749.7460088178
2012-11-29,98749.80732626165
2012-11-30,98749.27115530218
2012-12-03,98745.040373747
2012-12-04,98742.16723531927
2012-12-05,98744.50867361273
2012-12-06,98744.99415487493
2012-12-07,98746.36746114935
2012-12-10,98744.2033299848
2012-12-11,98748.50404257025
2012-12-12,98758.91963094915
2012-12-13,98758.59504598822
2012-12-14,98755.8912496015
2012-12-17,98763.99189657415
2012-12-18,98769.72688955511
2012-12-19,98766.9769124433
2012-12-20,98770.73548025335
2012-12-21,98764.47421163763
2012-12-24,98762.27104086126
2012-12-26,98757.9915608808
2012-12-27,98758.49383444036
2012-12-28,98751.49874014105
2012-12-31,98765.23097891058
2013-01-02,98789.11470693792
2013-01-03,98790.42852682318
2013-01-04,98793.10324758734
2013-01-07,98788.99535268988
2013-01-08,98789.79475301947
2013-01-09,98789.3811940595
2013-01-10,98798.79481405462
2013-01-11,98797.47097677435
2013-01-14,98800.9278020307
2013-01-15,98801.16604513372
2013-01-16,98799.46838278021
2013-01-17,98801.92455190863
2013-01-18,98803.16791433538
2013-01-22,98808.8238591596
2013-01-23,98812.2456044599
2013-01-24,98815.33375448431
2013-01-25,98817.7349919721
2013-01-28,98815.95617574896
2013-01-29,98819.11893362249
2013-01-30,98815.91329855169
2013-01-31,98815.28179830755
2013-02-01,98824.64700979437
2013-02-04,98811.99082082952
2013-02-05,98823.7443456098
2013-02-06,98823.60640615667
2013-02-07,98818.37389272894
2013-02-08,98821.0751180097
2013-02-11,98821.55966848577
2013-02-12,98825.00526327337
2013-02-13,98826.66498464788
2013-02-14,98832.0424794599
2013-02-15,98834.41363424505
2013-02-19,98843.37959188665
2013-02-20,98834.82919210638
2013-02-21,98831.23131460394
2013-02-22,98841.08950704779
2013-02-25,98821.05434316839
2013-02-26,98824.18440145697
2013-02-27,98841.13718313421
2013-02-28,98845.17245382513
2013-03-01,98845.92871755804
2013-03-04,98846.20239156927
2013-03-05,98853.01634878363
2013-03-06,98857.57267660345
2013-03-07,98859.08978170599
2013-03-08,98860.60612386907
2013-03-11,98864.21174520697
2013-03-12,98860.39108938421
2013-03-13,98864.11522573675
2013-03-14,98867.7926091596
2013-03-15,98861.29968160833
2013-03-18,98854.73454946722
2013-03-19,98852.12303060736
2013-03-20,98857.55749410833
2013-03-21,98853.63194174017
2013-03-22,98860.80424398626
2013-03-25,98857.24383444036
2013-03-26,98867.3111638471
2013-03-27,98865.16612142767
2013-03-28,98870.35979360784
2013-04-01,98864.06900686468
2013-04-02,98874.2616338178
2013-04-03,98867.11384481634
2013-04-04,98873.07146352972
2013-04-05,98866.49636739935
2013-04-08,98875.71399587835
2013-04-09,98875.15125936712
2013-04-10,98886.95078939642
2013-04-11,98890.19518179144
2013-04-12,98890.81188101019
2013-04-15,98869.40553945745
2013-04-16,98888.08560079779
2013-04-17,98872.63162893499
2013-04-18,98858.30547231878
2013-04-19,98874.06703848089
2013-04-22,98874.41822714056
2013-04-23,98885.41605276312
2013-04-24,98886.0053700849
2013-04-25,98892.29185384954
2013-04-26,98889.77178854193
2013-04-29,98889.85840505804
2013-04-30,98890.47374624456
2013-05-01,98883.81259054388
2013-05-02,98893.23032278265
2013-05-03,98904.96192831243
2013-05-06,98912.74305624212
2013-05-07,98914.20535940374
2013-05-08,98921.17617696966
2013-05-09,98919.83144277777
2013-05-10,98926.899748747
2013-05-13,98926.81079000677
2013-05-14,98935.50499624456
2013-05-15,98938.13477987493
2013-05-16,98928.96222585882
2013-05-17,98940.19103140081
2013-05-20,98940.06710714544
2013-05-21,98939.14140218939
2013-05-22,98931.92404836859
2013-05-23,98926.82050222601
2013-05-24,98925.34040731634
2013-05-28,98933.80456442083
2013-05-29,98934.97012228216
2013-05-30,98945.479826872
2013-05-31,98937.08937734808
2013-06-03,98940.3991994306
2013-06-04,98935.25867361273
2013-06-05,98920.2287129804
2013-06-06,98931.67243856634
2013-06-07,98946.51998800482
2013-06-10,98946.87605184759
2013-06-11,98933.45186514105
2013-06-12,98926.26632589544
2013-06-13,98943.50810903753
2013-06-14,98938.04935354437
2013-06-17,98944.86452383245
2013-06-18,98948.06944174017
2013-06-19,98935.93936056341
2013-06-20,98912.94275564398
2013-06-21,98919.01724142279
2013-06-24,98906.98676199163
2013-06-25,98917.41934866155
2013-06-26,98924.24134725775
2013-06-27,98926.95268148626
2013-06-28,98918.80772299017
2013-07-01,98928.98117727484
2013-07-02,98926.02034658636
2013-07-03,98926.73871511663
2013-07-05,98943.73065084661
2013-07-08,98946.21794027532
2013-07-09,98953.00667471136
2013-07-10,98948.5509786054
2013-07-11,98962.15280813421
2013-07-12,98964.17610830511
2013-07-15,98965.0107945844
2013-07-16,98964.60015768255
2013-07-17,98968.94065756048
2013-07-18,98974.6478108808
2013-07-19,98977.0695409223
2013-07-22,98976.90850729193
2013-07-23,98972.39244741644
2013-07-24,98963.30585378851
2013-07-25,98967.34215444769
2013-07-26,98969.12518209661
2013-07-29,98963.27421468939
2013-07-30,98958.96929067816
2013-07-31,98961.96899313177
2013-08-01,98972.55399984564
2013-08-02,99210.38847804179
2013-08-05,99478.27916407694
2013-08-06,99128.88071894755
2013-08-07,98841.67593073954
2013-08-08,99075.33395075907
2013-08-09,98772.6001021873
2013-08-12,98786.20419764628
2013-08-13,98677.70670771708
2013-08-14,98303.79604029765
2013-08-15,97496.11954951395
2013-08-16,97607.33986353983
2013-08-19,97354.36497187724
2013-08-20,97761.51613307108
2013-08-21,97341.16769862284
2013-08-22,97804.010388137
2013-08-23,98154.70593714823
2013-08-26,98104.64183497538
2013-08-27,96821.38368678202
2013-08-28,97237.77076411356
2013-08-29,97366.5853164207
2013-08-30,97105.64228510966
2013-09-03,97532.7923400413
2013-09-04,97743.7791708617
2013-09-05,97943.85797487781
2013-09-06,98040.18329989002
2013-09-09,98496.40815340565
2013-09-10,98848.57137667225
2013-09-11,99294.18745028065
2013-09-12,98972.0694922118
2013-09-13,99009.23338686512
2013-09-16,99219.49438082264
2013-09-17,99824.8155783324
2013-09-18,100469.79766451404
2013-09-19,100636.88485323475
2013-09-20,100822.82219301746
2013-09-23,100127.28776155994
2013-09-24,100100.22068392322
2013-09-25,100268.59889589832
2013-09-26,100567.6600226073
2013-09-27,100340.89874636219
2013-09-30,99743.46635805652
2013-10-01,100130.96700655506
2013-10-02,100148.66163240955
2013-10-03,99502.2722052245
2013-10-04,100053.61986910389
2013-10-07,99538.78724276111
2013-10-08,98544.16733775777
2013-10-09,98620.030023915
2013-10-10,100136.69378886861
2013-10-11,100544.31723247212
2013-10-14,100737.83096538228
2013-10-15,100217.7879584853
2013-10-16,101242.29316936177
2013-10-17,101587.28384624165
2013-10-18,101986.74392924947
2013-10-21,101933.03346477193
2013-10-22,101975.95075851891
2013-10-23,101445.1223817489
2013-10-24,101740.18930679772
2013-10-25,101821.20011764977
2013-10-28,101528.21966415856
2013-10-29,101636.18648392175
2013-10-30,101173.14132553551
2013-10-31,101022.56944138024
2013-11-01,101045.76886714861
2013-11-04,100762.7889782326
2013-11-05,100892.49847377703
2013-11-06,100993.60571254656
2013-11-07,100072.81005824968
2013-11-08,100964.21490444109
2013-11-11,100665.86987270281
2013-11-12,100320.56508602068
2013-11-13,101087.81259883806
2013-11-14,101504.63353694841
2013-11-15,101787.74538387224
2013-11-18,100999.08275569841
2013-11-19,101018.82939113543
2013-11-20,100704.6105343239
2013-11-21,101369.50362361834
2013-11-22,101563.96890224383
2013-11-25,100939.82102931902
2013-11-26,101384.56608547136
2013-11-27,101566.1058040993
2013-11-29,101630.04320491716
2013-12-02,101261.11902584002
2013-12-03,100938.4877773659
2013-12-04,101412.26532710955
2013-12-05,101147.64166225359
2013-12-06,101824.61089290545
2013-12-09,102185.64601863787
2013-12-10,101955.30837978289
2013-12-11,101190.54355586931
2013-12-12,101514.4311367409
2013-12-13,101705.29269374773
2013-12-16,101949.32736171648
2013-12-17,101967.90575374529
2013-12-18,103222.87720455095
2013-12-19,103148.59493984148
2013-12-20,103140.11702693865
2013-12-23,104148.78134883806
2013-12-24,104346.90623439715
2013-12-26,104596.31401027605
2013-12-27,104174.9819179909
2013-12-30,103861.22273219988
2013-12-31,104306.54952968523
2014-01-02,103763.68828548357
2014-01-03,103748.81360591814
2014-01-06,103824.61880458758
2014-01-07,104116.1716534035
2014-01-08,103965.61066402361
2014-01-09,103793.79004634783
2014-01-10,103919.36225093767
2014-01-13,102906.16511501238
2014-01-14,103803.80921138689
2014-01-15,104162.69116176531
2014-01-16,103894.48661006853
2014-01-17,103561.15969814226
2014-01-21,104076.3011013405
2014-01-22,103939.08621181414
2014-01-23,103088.63695491716
2014-01-24,101628.86956752703
2014-01-27,101251.24248908213
2014-01-28,101831.42713568857
2014-01-29,101090.89435980967
2014-01-30,103176.31335089853
2014-01-31,102873.45495252895
2014-02-03,101418.66154890346
2014-02-04,101795.70025177099
2014-02-05,101651.05650253393
2014-02-06,102226.10142822363
2014-02-07,103175.82131118872
2014-02-10,103154.14218444921
2014-02-11,103728.94917221167
2014-02-12,103649.2378990183
2014-02-13,104292.6735908518
2014-02-14,104484.08719476477
2014-02-18,104494.34673150793
2014-02-19,104053.36982568518
2014-02-20,104399.5035918595
2014-02-21,104228.44920953528
2014-02-24,104731.92511590735
2014-02-25,104772.6149047257
2014-02-26,104622.12127527014
2014-02-27,104961.22921594397
2014-02-28,105278.16191705481
2014-03-03,104978.66131433264
2014-03-04,106267.99208673254
2014-03-05,106822.80559381262
2014-03-06,107361.52882226721
2014-03-07,107600.49136956946
2014-03-10,108295.65723260657
2014-03-11,108005.48356469885
2014-03-12,108257.2062972428
2014-03-13,107197.14945825354
2014-03-14,106657.02030023352
2014-03-17,107305.52418359533
2014-03-18,107569.47792657629
2014-03-19,107090.29036554114
2014-03-20,107550.19273217932
2014-03-21,107670.91506036535
2014-03-24,106839.05432733313
2014-03-25,107141.96128686682
2014-03-26,105859.21987375036
2014-03-27,106003.45686944739
2014-03-28,106022.35994561926
2014-03-31,106681.70011361853
2014-04-01,107221.9970191361
2014-04-02,107233.20095666662
2014-04-03,106660.66267999426
2014-04-04,105773.33251413122
2014-04-07,105263.14377816931
2014-04-08,105577.45165863662
2014-04-09,106757.70212021499
2014-04-10,105197.41347733169
2014-04-11,104692.89996567398
2014-04-14,105125.36173859268
2014-04-15,105722.90226593643
2014-04-16,106678.25643005996
2014-04-17,106890.39918747573
2014-04-21,107179.63107147842
2014-04-22,107748.74714127212
2014-04-23,107435.69362869888
2014-04-24,107362.5320495668
2014-04-25,106707.01160660415
2014-04-28,106672.75527802139
2014-04-29,107312.6708625856
2014-04-30,107739.32586899429
2014-05-01,108001.62164154678
2014-05-02,107616.12517777114
2014-05-05,107429.15756836563
2014-05-06,106279.56527939468
2014-05-07,106964.904123694
2014-05-08,106646.32074585586
2014-05-09,106928.40089264541
2014-05-12,107608.34143677383
2014-05-13,107782.54970398574
2014-05-14,107456.4981407228
2014-05-15,106700.81605759292
2014-05-16,106944.30146637588
2014-05-19,107303.52532425552
2014-05-20,106749.21980896621
2014-05-21,107446.77332535415
2014-05-22,107604.64036026626
2014-05-23,107810.91686859756
2014-05-27,108501.01733627944
2014-05-28,108468.02971115737
2014-05-29,108837.09076538711
2014-05-30,108863.52887573867
2014-06-02,108753.90779343277
2014-06-03,108473.90184631973
2014-06-04,108682.17740097671
2014-06-05,109102.19645920425
2014-06-06,109259.45999375015
2014-06-09,109188.76790085464
2014-06-10,109693.80108872085
2014-06-11,109576.77234879165
2014-06-12,108895.70691528945
2014-06-13,108843.50140610366
2014-06-16,108727.49542084365
2014-06-17,108818.38898697525
2014-06-18,109512.44716110855
2014-06-19,109376.85057678848
2014-06-20,109341.92222824722
2014-06-23,109446.9331382814
2014-06-24,109332.92677536636
2014-06-25,109823.82035294204
2014-06-26,109746.47738876968
2014-06-27,109933.89162674575
2014-06-30,109684.9985603395
2014-07-01,110182.99743118911
2014-07-02,110091.24338761001
2014-07-03,110609.47682419448
2014-07-07,110198.0042823854
2014-07-08,109488.44581833511
2014-07-09,110097.57662430435
2014-07-10,109881.01825943618
2014-07-11,110192.26715317398
2014-07-14,110676.97315445571
2014-07-15,110385.8845771852
2014-07-16,110487.46032944351
2014-07-17,109540.12986984878
2014-07-18,110603.11817398696
2014-07-21,110764.14348831802
2014-07-22,110846.72616806655
2014-07-23,111154.64888992935
2014-07-24,111769.62799301773
2014-07-25,111453.43525162368
2014-07-28,111625.71048966079
2014-07-29,111056.05753555923
2014-07-30,111300.82354965835
2014-07-31,109789.98548355728
2014-08-01,109715.19322360567
2014-08-04,110921.8148361545
2014-08-05,110095.94313687831
2014-08-06,110315.08995939387
2014-08-07,110194.04943967951
2014-08-08,110959.41340757502
2014-08-11,111320.67903257502
2014-08-12,111439.5680096258
2014-08-13,111771.87403226984
2014-08-14,112459.50740934504
2014-08-15,112191.23534695045
2014-08-18,112688.97781659942
2014-08-19,112911.27745344024
